"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"1657","P62820;E7END7;Q92928","P62820;E7END7;Q92928","P62820;E7END7","9;8;3","9;8;3","4;4;0","Ras-related protein Rab-1A;Ras-related protein Rab-1A",3,9,9,4
"1658","P62829;J3KT29;J3KTJ3;C9JD32;B9ZVP7;J3QQT9","P62829;J3KT29;J3KTJ3;C9JD32;B9ZVP7;J3QQT9","P62829;J3KT29;J3KTJ3;C9JD32","5;4;3;3;2;1","5;4;3;3;2;1","5;4;3;3;2;1","60S ribosomal protein L23;60S ribosomal protein L23;60S ribosomal protein L23;60S ribosomal protein L23 (Fragment)",6,5,5,5
"1659","P62851","P62851","P62851","4","4","4","40S ribosomal protein S25",1,4,4,4
"1660","P62854;Q5JNZ5","P62854;Q5JNZ5","P62854;Q5JNZ5","3;2","3;2","3;2","40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1",2,3,3,3
"1661","P62857","P62857","P62857","3","3","3","40S ribosomal protein S28",1,3,3,3
"1662","P62873;B1AKQ8;F6UT28;F6X3N5;F5H8J8;F5H100;F5H0S8;E9PCP0;P16520;B3KVK2;A0A6Q8PF84;F5GZN8","P62873;B1AKQ8;F6UT28;F6X3N5;F5H8J8;F5H100;F5H0S8;E9PCP0;P16520;B3KVK2;A0A6Q8PF84;F5GZN8","P62873;B1AKQ8;F6UT28;F6X3N5","11;9;9;7;3;3;3;3;3;2;1;1","11;9;9;7;3;3;3;3;3;2;1;1","6;5;5;3;1;1;1;1;1;1;1;1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment);Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment);Guanine nucleotide-binding protein G(I)",12,11,11,6
"1663","P62879;C9JIS1;C9JXA5;C9JZN1;E7EP32;A0A7I2S2S9;Q9HAV0;H7C5J5;A0A6Q8PFW8;A0A6Q8PFE0;A0A6Q8PFV8;C9JD14;A0A6Q8PG88;Q9BRK4","P62879;C9JIS1;C9JXA5;C9JZN1;E7EP32;A0A7I2S2S9;Q9HAV0;H7C5J5;A0A6Q8PFW8;A0A6Q8PFE0;A0A6Q8PFV8;C9JD14;A0A6Q8PG88;Q9BRK4","P62879;C9JIS1;C9JXA5;C9JZN1;E7EP32;A0A7I2S2S9;Q9HAV0","10;9;9;8;6;5;5;4;4;4;4;3;3;1","5;5;5;4;1;2;2;2;2;2;2;2;0;1","5;5;5;4;1;2;2;2;2;2;2;2;0;1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (Fragment);Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (Fragment);Guanine nucleotide-binding protein G(I)",14,10,5,5
"1664","P62888;A0A0B4J213;A0A0C4DH44;E5RI99;E5RJH3","P62888;A0A0B4J213;A0A0C4DH44;E5RI99;E5RJH3","P62888;A0A0B4J213;A0A0C4DH44;E5RI99","3;2;2;2;1","3;2;2;2;1","3;2;2;2;1","60S ribosomal protein L30;60S ribosomal protein L30;60S ribosomal protein L30;60S ribosomal protein L30 (Fragment)",5,3,3,3
"1665","P62906","P62906","P62906","9","9","9","60S ribosomal protein L10a",1,9,9,9
"1666","Q5VVC8;P62913","Q5VVC8;P62913","Q5VVC8;P62913","4;4","4;4","4;4","60S ribosomal protein L11;60S ribosomal protein L11",2,4,4,4
"1667","P62917;E9PKZ0;E9PKU4;E9PP36;G3V1A1","P62917;E9PKZ0;E9PKU4;E9PP36;G3V1A1","P62917;E9PKZ0;E9PKU4;E9PP36;G3V1A1","5;4;4;3;3","5;4;4;3;3","5;4;4;3;3","60S ribosomal protein L8;60S ribosomal protein L8 (Fragment);60S ribosomal protein L8 (Fragment);60S ribosomal protein L8;60S ribosomal protein L8",5,5,5,5
"1668","P62937;F8WE65;C9J5S7;A0A7I2V5J5;A0A7I2V4V1;Q9Y536;E5RIZ5;A0A7P0S768;P0DN37;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759;F5H284","P62937;F8WE65;C9J5S7;A0A7I2V5J5;A0A7I2V4V1;Q9Y536;E5RIZ5;A0A7P0S768;P0DN37;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759;F5H284","P62937;F8WE65;C9J5S7","9;8;8;3;3;2;1;1;1;1;1;1;1;1;1","9;8;8;3;3;2;1;1;1;1;1;1;1;1;1","9;8;8;3;3;2;1;1;1;1;1;1;1;1;1","Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase",15,9,9,9
"1669","P62942;Q1JUQ5;F6T7Q3;Q1JUQ3;Q5W0X3;A0A087WZM5;A0A087WTS4;Q5VVH2;A0A087WV48;A0A7I2V3S6","P62942;Q1JUQ5;F6T7Q3;Q1JUQ3;Q5W0X3;A0A087WZM5;A0A087WTS4;Q5VVH2;A0A087WV48;A0A7I2V3S6","P62942;Q1JUQ5;F6T7Q3","3;2;2;1;1;1;1;1;1;1","3;2;2;1;1;1;1;1;1;1","3;2;2;1;1;1;1;1;1;1","Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidylprolyl isomerase;Peptidylprolyl isomerase",10,3,3,3
"1670","P62993;J3KT38;J3QRL5","P62993;J3KT38;J3QRL5","P62993;J3KT38","3;2;1","3;2;1","3;2;1","Growth factor receptor-bound protein 2;Growth factor receptor-bound protein 2 (Fragment)",3,3,3,3
"1671","P62995;H7BXF3;H7C2L4","P62995;H7BXF3;H7C2L4","P62995;H7BXF3;H7C2L4","6;4;3","6;4;3","5;3;3","Transformer-2 protein homolog beta;Transformer-2 protein homolog beta (Fragment);Transformer-2 protein homolog beta (Fragment)",3,6,6,5
"1672","P63096;A0A3B3ITM0;A0A3B3IUA8","P63096;A0A3B3ITM0;A0A3B3IUA8","P63096;A0A3B3ITM0","8;5;2","3;2;1","3;2;1","Guanine nucleotide-binding protein G(i) subunit alpha-1;Guanine nucleotide-binding protein G(i) subunit alpha-1 (Fragment)",3,8,3,3
"1673","P63104;E7EX29;B0AZS6;B7Z2E6;H0YB80;E7ESK7;E9PD24;E7EVZ2;E5RIR4;E5RGE1","P63104;E7EX29;B0AZS6;B7Z2E6;H0YB80;E7ESK7;E9PD24;E7EVZ2;E5RIR4;E5RGE1","P63104;E7EX29;B0AZS6;B7Z2E6;H0YB80","17;14;12;9;9;8;6;6;5;3","14;11;11;8;8;6;4;4;3;1","11;8;9;6;6;5;3;3;2;1","14-3-3 protein zeta/delta;14-3-3 protein zeta/delta (Fragment);14-3-3 protein zeta/delta;14-3-3 protein zeta/delta;14-3-3 protein zeta/delta (Fragment)",10,17,14,11
"1674","P63151;A0A590UJJ1;A0A590UJY3;E5RFR9;E5RIY1;Q66LE6;Q00005;Q9Y2T4","P63151;A0A590UJJ1;A0A590UJY3;E5RFR9;E5RIY1;Q66LE6;Q00005;Q9Y2T4","P63151;A0A590UJJ1;A0A590UJY3;E5RFR9","6;4;4;3;2;2;1;1","6;4;4;3;2;2;1;1","6;4;4;3;2;2;1;1","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B;Serine/threonine-protein phosphatase 2",8,6,6,6
"1675","P63167;Q96FJ2;F8VXI7;F8VXL2;F8VRV5","P63167;Q96FJ2;F8VXI7;F8VXL2;F8VRV5","P63167;Q96FJ2","3;2;1;1;1","3;2;1;1;1","3;2;1;1;1","Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic",5,3,3,3
"1676","P63172","P63172","P63172","3","3","3","Dynein light chain Tctex-type 1",1,3,3,3
"1677","P63208;E7ERH2;F8W8N3;E5RJR5;E5RGM3;E5RHM3;E5RGM4;E5RI56","P63208;E7ERH2;F8W8N3;E5RJR5;E5RGM3;E5RHM3;E5RGM4;E5RI56","P63208;E7ERH2;F8W8N3;E5RJR5;E5RGM3","5;4;4;4;3;1;1;1","5;4;4;4;3;1;1;1","5;4;4;4;3;1;1;1","S-phase kinase-associated protein 1;S-phase kinase-associated protein 1 (Fragment);S-phase kinase-associated protein 1 (Fragment);S-phase kinase-associated protein 1;S-phase kinase-associated protein 1 (Fragment)",8,5,5,5
"1678","P63218;A0A804HLA8","P63218;A0A804HLA8","P63218;A0A804HLA8","2;1","2;1","2;1","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5B",2,2,2,2
"1679","Q8WVC2;P63220;Q9BYK1;Q9BYK2","Q8WVC2;P63220;Q9BYK1;Q9BYK2","Q8WVC2;P63220;Q9BYK1","5;5;3;1","5;5;3;1","5;5;3;1","40S ribosomal protein S21;40S ribosomal protein S21;40S ribosomal protein S21",4,5,5,5
"1680","P63241;I3L397;I3L504;Q6IS14;F8WCJ1;C9J7B5;C9J4W5;Q9GZV4","P63241;I3L397;I3L504;Q6IS14;F8WCJ1;C9J7B5;C9J4W5;Q9GZV4","P63241;I3L397;I3L504;Q6IS14","6;5;5;3;1;1;1;1","6;5;5;3;1;1;1;1","6;5;5;3;1;1;1;1","Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A (Fragment);Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like",8,6,6,6
"1681","P63244;J3KPE3;H0YAF8;D6RHH4;D6RAC2;D6RAU2;E9PD14;D6RFX4;D6RFZ9;D6R9Z1;H0Y8W2;D6R9L0;D6REE5;D6RHJ5;H0YAM7;D6RGK8;D6RF23;D6R909;H0Y8R5;D6RBD0;D6RDI0;H0Y9P0","P63244;J3KPE3;H0YAF8;D6RHH4;D6RAC2;D6RAU2;E9PD14;D6RFX4;D6RFZ9;D6R9Z1;H0Y8W2;D6R9L0;D6REE5;D6RHJ5;H0YAM7;D6RGK8;D6RF23;D6R909;H0Y8R5;D6RBD0;D6RDI0;H0Y9P0","P63244;J3KPE3;H0YAF8;D6RHH4;D6RAC2;D6RAU2;E9PD14;D6RFX4;D6RFZ9;D6R9Z1;H0Y8W2;D6R9L0;D6REE5","7;6;5;5;5;4;4;4;4;4;4;4;4;3;3;2;2;2;2;2;1;1","7;6;5;5;5;4;4;4;4;4;4;4;4;3;3;2;2;2;2;2;1;1","7;6;5;5;5;4;4;4;4;4;4;4;4;3;3;2;2;2;2;2;1;1","Receptor of activated protein C kinase 1;Receptor of-activated protein C kinase 1;Receptor of-activated protein C kinase 1 (Fragment);Receptor of-activated protein C kinase 1;Receptor of-activated protein C kinase 1;Receptor of-activated protein C kinase 1",22,7,7,7
"1682","P63267","P63267","P63267","25","25","2","Actin, gamma-enteric smooth muscle",1,25,25,2
"1683","P67809;H0Y449;C9J5V9;Q9Y2T7;A0A0D9SEI8","P67809;H0Y449;C9J5V9;Q9Y2T7;A0A0D9SEI8","P67809;H0Y449","8;7;3;3;2","8;7;3;3;2","5;5;2;0;0","Y-box-binding protein 1;Y-box-binding protein 1 (Fragment)",5,8,8,5
"1684","P67936;A0A2R8Y5V9;A0A2R8YGX3;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A5F9UN72;K7EPB9;A0A590UJB9;A0A590UK79","P67936;A0A2R8Y5V9;A0A2R8YGX3;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A5F9UN72;K7EPB9;A0A590UJB9;A0A590UK79","P67936;A0A2R8Y5V9;A0A2R8YGX3;A0A2R8YH90;A0A2R8YE05;K7ENT6","17;16;15;13;13;13;7;5;3;3","8;7;7;4;4;4;4;4;3;3","5;4;4;1;1;1;1;1;3;3","Tropomyosin alpha-4 chain;Tropomyosin alpha-4 chain;Tropomyosin alpha-4 chain;Tropomyosin alpha-4 chain (Fragment);Tropomyosin alpha-4 chain;Tropomyosin alpha-4 chain",10,17,8,5
"1685","P68036;A0A8Q3WL22;A0A1B0GUS4","P68036;A0A8Q3WL22;A0A1B0GUS4","P68036;A0A8Q3WL22","4;2;1","4;2;1","4;2;1","Ubiquitin-conjugating enzyme E2 L3;Ubiquitin-conjugating enzyme E2 L3",3,4,4,4
"1686","P68366;C9JEV8;C9JQ00;C9JJQ8;C9JDL2","P68366;C9JEV8;C9JQ00;C9JJQ8;C9JDL2","P68366","24;8;8;8;5","24;8;8;8;5","3;2;2;2;1","Tubulin alpha-4A chain",5,24,24,3
"1687","P68371;Q3ZCM7;M0R2D3;M0QY85;M0QZL7;M0R0X0;M0QY37;M0QX14;M0QYM7;M0R042;M0R2T4;A0A075B724","P68371;Q3ZCM7;M0R2D3;M0QY85;M0QZL7;M0R0X0;M0QY37;M0QX14;M0QYM7;M0R042;M0R2T4;A0A075B724","P68371","24;8;5;4;4;3;3;3;3;2;1;1","24;8;5;4;4;3;3;3;3;2;1;1","2;0;0;0;0;0;0;0;0;0;0;0","Tubulin beta-4B chain",12,24,24,2
"1688","P68402;J3KNE3","P68402;J3KNE3","P68402","3;1","3;1","3;1","Platelet-activating factor acetylhydrolase IB subunit alpha2",2,3,3,3
"1689","P68871;A0A2R8Y7R2;F8W6P5;A0A0J9YWK4","P68871;A0A2R8Y7R2;F8W6P5;A0A0J9YWK4","P68871;A0A2R8Y7R2;F8W6P5","12;9;8;2","12;9;8;2","6;4;4;1","Hemoglobin subunit beta;Hemoglobin subunit beta;Hemoglobin subunit beta (Fragment)",4,12,12,6
"1690","P69905;G3V1N2;A0A2R8Y7C0;P02008","P69905;G3V1N2;A0A2R8Y7C0;P02008","P69905;G3V1N2;A0A2R8Y7C0","9;7;6;1","9;7;6;1","5;3;2;0","Hemoglobin subunit alpha;Alpha-globin;Hemoglobin subunit alpha (Fragment)",4,9,9,5
"1691","P78344;H0Y3P2;D3DQV9;H0YCH5;H0YEC5;H0YD77;H0YCF8;E9PKF8;H0YE87;H0YEI7;H0YD99;H0YE44;H0YEN8;H0YDC0;H0YE22","P78344;H0Y3P2;D3DQV9;H0YCH5;H0YEC5;H0YD77;H0YCF8;E9PKF8;H0YE87;H0YEI7;H0YD99;H0YE44;H0YEN8;H0YDC0;H0YE22","P78344;H0Y3P2;D3DQV9;H0YCH5","7;6;6;4;3;3;2;2;1;1;1;1;1;1;1","7;6;6;4;3;3;2;2;1;1;1;1;1;1;1","7;6;6;4;3;3;2;2;1;1;1;1;1;1;1","Eukaryotic translation initiation factor 4 gamma 2;Eukaryotic translation initiation factor 4 gamma 2;Eukaryotic translation initiation factor 4 gamma 2 (Fragment);Eukaryotic translation initiation factor 4 gamma 2 (Fragment)",15,7,7,7
"1692","P78371;F5GWF6;F8VQ14","P78371;F5GWF6;F8VQ14","P78371;F5GWF6;F8VQ14","25;21;19","25;21;19","25;21;19","T-complex protein 1 subunit beta;T-complex protein 1 subunit beta;T-complex protein 1 subunit beta",3,25,25,25
"1693","P78417;Q5TA02;Q5TA01","P78417;Q5TA02;Q5TA01","P78417;Q5TA02;Q5TA01","7;6;4","7;6;4","7;6;4","Glutathione S-transferase omega-1;Glutathione S-transferase omega (Fragment);Glutathione S-transferase omega-1 (Fragment)",3,7,7,7
"1694","P78527;F5GX40;H0YG84","P78527;F5GX40;H0YG84","P78527","65;1;1","65;1;1","65;1;1","DNA-dependent protein kinase catalytic subunit",3,65,65,65
"1695","P78539","P78539","P78539","4","4","4","Sushi repeat-containing protein SRPX",1,4,4,4
"1696","P80303;E9PKG6;E9PJP3;E9PM22;E9PLR0;E9PLE9;A0A2R8Y6G7;H0YEG8;H0YD18","P80303;E9PKG6;E9PJP3;E9PM22;E9PLR0;E9PLE9;A0A2R8Y6G7;H0YEG8;H0YD18","P80303;E9PKG6;E9PJP3;E9PM22;E9PLR0;E9PLE9;A0A2R8Y6G7","6;5;3;3;3;3;3;2;1","6;5;3;3;3;3;3;2;1","6;5;3;3;3;3;3;2;1","Nucleobindin-2;Nucleobindin-2;Nucleobindin-2 (Fragment);Nucleobindin-2 (Fragment);Nucleobindin-2 (Fragment);Nucleobindin-2 (Fragment);Nucleobindin-2",9,6,6,6
"1697","P80723","P80723","P80723","2","2","2","Brain acid soluble protein 1",1,2,2,2
"1698","P82970;Q5JSL0;Q5JSK6;Q5JSK9;Q5JSK7;Q5JSK8","P82970;Q5JSL0;Q5JSK6;Q5JSK9;Q5JSK7;Q5JSK8","P82970;Q5JSL0;Q5JSK6;Q5JSK9","7;6;6;5;2;2","7;6;6;5;2;2","7;6;6;5;2;2","High mobility group nucleosome-binding domain-containing protein 5;High mobility group nucleosome-binding domain-containing protein 5 (Fragment);High mobility group nucleosome-binding domain-containing protein 5 (Fragment);High mobility group nucleosome-bi",6,7,7,7
"1699","P82979;F8VZQ9;H0YHG0;F8VS12","P82979;F8VZQ9;H0YHG0;F8VS12","P82979;F8VZQ9;H0YHG0","6;5;5;1","6;5;5;1","6;5;5;1","SAP domain-containing ribonucleoprotein;SAP domain-containing ribonucleoprotein;DJC14 protein (Fragment)",4,6,6,6
"1700","P84090;G3V279","P84090;G3V279","P84090;G3V279","2;1","2;1","2;1","Enhancer of rudimentary homolog;Enhancer of rudimentary homolog",2,2,2,2
"1701","P84095","P84095","P84095","2","2","2","Rho-related GTP-binding protein RhoG",1,2,2,2
"1702","P98095","P98095","P98095","5","5","5","Fibulin-2",1,5,5,5
"1703","P98160;A0A0U1RQT3;A0A3B3IT11;H7BYA5","P98160;A0A0U1RQT3;A0A3B3IT11;H7BYA5","P98160","93;8;4;2","93;8;4;2","93;8;4;2","Basement membrane-specific heparan sulfate proteoglycan core protein",4,93,93,93
"1704","P98175","P98175","P98175","2","2","2","RNA-binding protein 10",1,2,2,2
"1705","P98179","P98179","P98179","4","4","4","RNA-binding protein 3",1,4,4,4
"1706","Q00169;I3L471;I3L4U7;I3NI10;I3L2X8;I3L4C0;I3L459;I3L4H1","Q00169;I3L471;I3L4U7;I3NI10;I3L2X8;I3L4C0;I3L459;I3L4H1","Q00169;I3L471;I3L4U7","3;2;2;1;1;1;1;1","3;2;2;1;1;1;1;1","3;2;2;1;1;1;1;1","Phosphatidylinositol transfer protein alpha isoform;Phosphatidylinositol transfer protein alpha isoform;Phosphatidylinositol transfer protein alpha isoform (Fragment)",8,3,3,3
"1707","Q00325;F8VVM2;F8VWR4;F8VWQ0","Q00325;F8VVM2;F8VWR4;F8VWQ0","Q00325;F8VVM2","4;3;1;1","4;3;1;1","4;3;1;1","Phosphate carrier protein, mitochondrial;Phosphate carrier protein, mitochondrial",4,4,4,4
"1708","Q00577;A0A494C0H6","Q00577;A0A494C0H6","Q00577","8;1","8;1","8;1","Transcriptional activator protein Pur-alpha",2,8,8,8
"1709","Q00688;G3V5F2","Q00688;G3V5F2","Q00688","5;1","5;1","5;1","Peptidyl-prolyl cis-trans isomerase FKBP3",2,5,5,5
"1710","Q00765;E2QRG8","Q00765;E2QRG8","Q00765","3;1","3;1","3;1","Receptor expression-enhancing protein 5",2,3,3,3
"1711","Q00796;A0A6I8PIS1;H0YKB3","Q00796;A0A6I8PIS1;H0YKB3","Q00796;A0A6I8PIS1","6;5;1","6;5;1","6;5;1","Sorbitol dehydrogenase;Sorbitol dehydrogenase",3,6,6,6
"1712","Q00839;A0A1W2PPS1;A0A1W2PP35;A0A1X7SBS1;Q5RI18;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PRI6;A0A1W2PPE9;A0A1W2PNG3;A0A1W2PP22","Q00839;A0A1W2PPS1;A0A1W2PP35;A0A1X7SBS1;Q5RI18;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PRI6;A0A1W2PPE9;A0A1W2PNG3;A0A1W2PP22","Q00839;A0A1W2PPS1;A0A1W2PP35;A0A1X7SBS1;Q5RI18;A0A1W2PQ74;A0A1W2PQL0;A0A1W2PP34;A0A1W2PPL4;A0A1W2PPH7;A0A1W2PRZ7","16;15;13;13;12;10;10;10;10;10;9;6;3;2;1;1","16;15;13;13;12;10;10;10;10;10;9;6;3;2;1;1","16;15;13;13;12;10;10;10;10;10;9;6;3;2;1;1","Heterogeneous nuclear ribonucleoprotein U;Heterogeneous nuclear ribonucleoprotein U;Heterogeneous nuclear ribonucleoprotein U (Fragment);Heterogeneous nuclear ribonucleoprotein U;Heterogeneous nuclear ribonucleoprotein U;Heterogeneous nuclear ribonucleopro",16,16,16,16
"1713","Q008S8;B7ZBI6","Q008S8;B7ZBI6","Q008S8","4;1","4;1","4;1","Epithelial cell-transforming sequence 2 oncogene-like",2,4,4,4
"1714","Q01081;K7EJH3;A0A1B0GW87;K7EJM7;M0QYK5;M0R2N4;Q8WU68","Q01081;K7EJH3;A0A1B0GW87;K7EJM7;M0QYK5;M0R2N4;Q8WU68","Q01081","4;1;1;1;1;1;1","4;1;1;1;1;1;1","4;1;1;1;1;1;1","Splicing factor U2AF 35 kDa subunit",7,4,4,4
"1715","Q01469;I6L8B7","Q01469;I6L8B7","Q01469;I6L8B7","4;2","4;2","4;2","Fatty acid-binding protein 5;Fatty acid-binding protein 5",2,4,4,4
"1716","Q01518;Q5T0R1;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0S3;Q5T0R8","Q01518;Q5T0R1;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0S3;Q5T0R8","Q01518;Q5T0R1;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9","14;8;7;7;7;7;6;6;6;3;2","14;8;7;7;7;7;6;6;6;3;2","14;8;7;7;7;7;6;6;6;3;2","Adenylyl cyclase-associated protein 1;Adenylyl cyclase-associated protein 1 (Fragment);Adenylyl cyclase-associated protein 1 (Fragment);Adenylyl cyclase-associated protein 1 (Fragment);Adenylyl cyclase-associated protein 1 (Fragment);Adenylyl cyclase-assoc",11,14,14,14
"1717","Q01658","Q01658","Q01658","2","2","2","Protein Dr1",1,2,2,2
"1718","Q01813;A0A7I2V3Z0;B1APP6;V9GY25;Q5VSR5;H0Y757;H0Y3Y3","Q01813;A0A7I2V3Z0;B1APP6;V9GY25;Q5VSR5;H0Y757;H0Y3Y3","Q01813;A0A7I2V3Z0;B1APP6","9;8;6;4;2;1;1","6;6;5;3;1;1;1","6;6;5;3;1;1;1","ATP-dependent 6-phosphofructokinase, platelet type;ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase, platelet type",7,9,6,6
"1719","Q01995;H0YCU9;E9PJ32","Q01995;H0YCU9;E9PJ32","Q01995;H0YCU9;E9PJ32","16;10;8","16;10;8","15;9;8","Transgelin;Transgelin (Fragment);Transgelin (Fragment)",3,16,16,15
"1720","Q02218;E9PDF2;E9PCR7;E9PFG7;C9J4G7;Q9ULD0","Q02218;E9PDF2;E9PCR7;E9PFG7;C9J4G7;Q9ULD0","Q02218;E9PDF2;E9PCR7;E9PFG7","18;17;17;12;6;6","18;17;17;12;6;6","18;17;17;12;6;6","2-oxoglutarate dehydrogenase complex component E1;Oxoglutarate dehydrogenase (succinyl-transferring);Oxoglutarate dehydrogenase (succinyl-transferring);Oxoglutarate dehydrogenase (succinyl-transferring)",6,18,18,18
"1721","Q02252;G3V4Z4","Q02252;G3V4Z4","Q02252","9;3","9;3","9;3","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",2,9,9,9
"1722","Q02539","Q02539","Q02539","7","2","2","Histone H1.1",1,7,2,2
"1723","Q02790;F5H1U3","Q02790;F5H1U3","Q02790","10;2","10;2","10;2","Peptidyl-prolyl cis-trans isomerase FKBP4",2,10,10,10
"1724","Q02809;Q5JXB8;Q5JXB7","Q02809;Q5JXB8;Q5JXB7","Q02809","3;1;1","3;1;1","3;1;1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",3,3,3,3
"1725","Q02818;C9JKZ2;H7BZI1;C9JBD3;C9J3C1","Q02818;C9JKZ2;H7BZI1;C9JBD3;C9J3C1","Q02818;C9JKZ2;H7BZI1","10;7;7;3;3","10;7;7;3;3","10;7;7;3;3","Nucleobindin-1;Nucleobindin-1 (Fragment);Nucleobindin-1 (Fragment)",5,10,10,10
"1726","Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16","Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16","Q02878","12;3;3;2;1;1;1","12;3;3;2;1;1;1","12;3;3;2;1;1;1","60S ribosomal protein L6",7,12,12,12
"1727","Q02880;E9PCY5;P11388;J3KTB7","Q02880;E9PCY5;P11388;J3KTB7","Q02880;E9PCY5","16;15;3;2","16;15;3;2","16;15;3;2","DNA topoisomerase 2-beta;DNA topoisomerase 2 (Fragment)",4,16,16,16
"1728","Q02952","Q02952","Q02952","17","17","17","A-kinase anchor protein 12",1,17,17,17
"1729","Q02978;I3L1P8","Q02978;I3L1P8","Q02978;I3L1P8","9;8","9;8","9;8","Mitochondrial 2-oxoglutarate/malate carrier protein;Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment)",2,9,9,9
"1730","Q03135;E9PCT5;P56539","Q03135;E9PCT5;P56539","Q03135;E9PCT5","7;6;2","7;6;2","2;1;0","Caveolin-1;Caveolin",3,7,7,2
"1731","Q03252","Q03252","Q03252","30","28","28","Lamin-B2",1,30,28,28
"1732","Q04760","Q04760","Q04760","7","7","7","Lactoylglutathione lyase",1,7,7,7
"1733","Q04828;P52895;A6NHU4;H0Y804;B4DK69;S4R3P0","Q04828;P52895;A6NHU4;H0Y804;B4DK69;S4R3P0","Q04828;P52895;A6NHU4;H0Y804;B4DK69","7;5;4;4;4;2","7;5;4;4;4;2","3;3;1;2;2;1","Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C1 (Fragment);Aldo-keto reductase family 1 member C2",6,7,7,3
"1734","Q04837;C9K0U8;A0A0G2JLD8;E7EUY5","Q04837;C9K0U8;A0A0G2JLD8;E7EUY5","Q04837;C9K0U8;A0A0G2JLD8;E7EUY5","4;3;3;3","4;3;3;3","4;3;3;3","Single-stranded DNA-binding protein, mitochondrial;Single-stranded DNA-binding protein, mitochondrial (Fragment);Single-stranded DNA-binding protein, mitochondrial (Fragment);Single-stranded DNA-binding protein, mitochondrial (Fragment)",4,4,4,4
"1735","Q04917;A2IDB2;F8WEB6;A2IDB1","Q04917;A2IDB2;F8WEB6;A2IDB1","Q04917","11;4;2;2","7;2;1;1","7;2;1;1","14-3-3 protein eta",4,11,7,7
"1736","Q05048;A0A0A0MSZ9","Q05048;A0A0A0MSZ9","Q05048;A0A0A0MSZ9","2;1","2;1","2;1","Cleavage stimulation factor subunit 1;Cleavage stimulation factor 50 kDa subunit (Fragment)",2,2,2,2
"1737","Q05315","Q05315","Q05315","4","4","4","Galectin-10",1,4,4,4
"1738","Q5T760;Q05519;Q5T757","Q5T760;Q05519;Q5T757","Q5T760;Q05519;Q5T757","2;2;1","2;2;1","2;2;1","Serine/arginine-rich-splicing factor 11;Serine/arginine-rich splicing factor 11;Serine/arginine-rich-splicing factor 11",3,2,2,2
